Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
7,23.0,112.0,33.0,99310.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,24.0,235.0,50.0,85178.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
30,20.0,235.0,50.0,85357.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,25.0,97.0,28.0,95650.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
75,31.0,322.0,39.0,97382.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
44,4.0,141.0,21.0,75829.0,959.0,99.0,1000.0,5000.0,500.0,50000.0,1
47,29.0,256.0,47.0,88754.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
9,20.0,119.0,34.0,99802.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
32,4.0,264.0,31.0,89418.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
8,36.0,191.0,37.0,94739.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
33,34.0,358.0,27.0,91523.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,10.0,351.0,28.0,92311.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,31.0,365.0,29.0,94776.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
6,5.0,206.0,32.0,91254.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
75,38.0,264.0,36.0,93340.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,14.0,220.0,46.0,90348.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
57,8.0,285.0,37.0,94541.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
58,17.0,170.0,43.0,94920.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,8.0,133.0,27.0,89091.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
20,29.0,184.0,45.0,93150.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,16.0,90.0,24.0,89333.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,23.0,228.0,50.0,85307.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
61,16.0,191.0,46.0,91860.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
50,26.0,314.0,43.0,95505.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,28.0,358.0,33.0,98786.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,24.0,112.0,32.0,99230.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,34.0,126.0,29.0,93187.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,15.0,213.0,47.0,89987.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,27.0,206.0,48.0,88746.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
58,32.0,170.0,40.0,96239.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,25.0,141.0,39.0,98917.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
17,4.0,314.0,26.0,83493.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,37.0,242.0,38.0,93669.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
37,8.0,213.0,38.0,94119.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
70,16.0,322.0,41.0,97254.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,28.0,256.0,48.0,87920.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
72,6.0,112.0,18.0,70363.0,929.0,99.0,999.0,4998.0,500.0,50000.0,1
61,5.0,184.0,30.0,89988.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
27,34.0,329.0,34.0,96196.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
60,1.0,141.0,15.0,55146.0,826.0,97.0,993.0,4984.0,500.0,49991.0,1
78,40.0,358.0,18.0,67791.0,916.0,99.0,999.0,4997.0,500.0,49999.0,1
11,29.0,104.0,28.0,94912.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
36,33.0,307.0,39.0,96210.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,25.0,170.0,45.0,94129.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,33.0,148.0,35.0,96982.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,20.0,97.0,28.0,95809.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
56,17.0,191.0,46.0,91242.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,22.0,329.0,41.0,97750.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,23.0,336.0,40.0,98775.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
45,25.0,119.0,34.0,99724.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
57,36.0,90.0,16.0,66734.0,904.0,99.0,998.0,4996.0,500.0,49999.0,1
19,11.0,271.0,42.0,93652.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
47,1.0,213.0,24.0,78182.0,973.0,100.0,1000.0,5000.0,500.0,50000.0,1
68,8.0,177.0,35.0,94561.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
33,24.0,264.0,49.0,86489.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
51,37.0,271.0,37.0,94011.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,7.0,213.0,37.0,93730.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
16,27.0,358.0,34.0,99234.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,15.0,155.0,40.0,97508.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
55,13.0,220.0,45.0,91272.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
78,8.0,162.0,33.0,93953.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
65,5.0,242.0,34.0,91697.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
62,28.0,133.0,36.0,99193.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
50,34.0,365.0,26.0,88971.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,23.0,141.0,40.0,98909.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,28.0,329.0,40.0,98040.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
67,10.0,278.0,40.0,94518.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,12.0,300.0,40.0,95649.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
57,34.0,336.0,33.0,95690.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
12,27.0,206.0,48.0,88746.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,38.0,256.0,36.0,93316.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
8,7.0,191.0,35.0,93751.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
74,31.0,358.0,31.0,96387.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
56,1.0,206.0,24.0,77399.0,970.0,100.0,1000.0,5000.0,500.0,50000.0,1
54,19.0,199.0,48.0,89075.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
34,37.0,285.0,36.0,94186.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
44,7.0,141.0,27.0,88195.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
51,10.0,119.0,26.0,89815.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,7.0,155.0,30.0,91243.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
61,5.0,343.0,22.0,78160.0,967.0,100.0,1000.0,5000.0,500.0,50000.0,1
74,15.0,271.0,46.0,90592.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,14.0,119.0,31.0,96681.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
75,23.0,343.0,38.0,99547.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
65,24.0,170.0,45.0,93974.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
57,35.0,336.0,31.0,94270.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
69,19.0,249.0,49.0,85968.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
45,19.0,155.0,42.0,96910.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
70,17.0,162.0,42.0,96127.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
18,9.0,264.0,40.0,94087.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
5,20.0,358.0,35.0,99853.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
20,9.0,162.0,34.0,95215.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,5.0,351.0,20.0,74558.0,952.0,99.0,1000.0,4999.0,500.0,50000.0,1
18,20.0,300.0,46.0,92441.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,10.0,358.0,27.0,90184.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,4.0,206.0,30.0,89045.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
16,24.0,148.0,41.0,97923.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
44,11.0,90.0,19.0,77180.0,957.0,99.0,1000.0,5000.0,500.0,50000.0,1
26,39.0,351.0,21.0,77553.0,964.0,100.0,1000.0,5000.0,500.0,50000.0,1
50,13.0,343.0,34.0,97570.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,18.0,351.0,36.0,99628.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
26,29.0,148.0,39.0,98168.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
20,30.0,213.0,46.0,90271.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
63,23.0,235.0,50.0,85054.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
57,8.0,329.0,30.0,92472.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
47,34.0,148.0,34.0,96143.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
79,7.0,206.0,36.0,93778.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
71,17.0,199.0,47.0,90148.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,7.0,249.0,37.0,93619.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,25.0,206.0,49.0,87771.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,1.0,271.0,24.0,77530.0,970.0,100.0,1000.0,5000.0,500.0,50000.0,1
58,17.0,155.0,41.0,97235.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
20,33.0,191.0,42.0,94477.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
34,30.0,177.0,43.0,94742.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
77,35.0,365.0,24.0,86172.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
59,8.0,228.0,39.0,93874.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
27,33.0,264.0,43.0,92713.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,37.0,184.0,35.0,94173.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
59,15.0,119.0,32.0,97628.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
77,22.0,112.0,32.0,99280.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,22.0,322.0,43.0,96520.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,7.0,249.0,37.0,93619.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
63,34.0,358.0,27.0,91523.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
33,39.0,112.0,17.0,68013.0,916.0,99.0,999.0,4997.0,500.0,49999.0,1
46,37.0,155.0,31.0,92453.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
63,8.0,220.0,39.0,93979.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
71,13.0,148.0,37.0,97777.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,18.0,213.0,48.0,87701.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,2.0,220.0,27.0,83305.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
66,4.0,351.0,18.0,68761.0,922.0,99.0,999.0,4998.0,500.0,50000.0,1
28,27.0,191.0,47.0,90867.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
66,36.0,307.0,35.0,94944.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,2.0,365.0,10.0,41303.0,681.0,89.0,970.0,4937.0,500.0,49904.0,1
50,22.0,365.0,33.0,99410.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,29.0,191.0,45.0,92066.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
45,32.0,293.0,42.0,94639.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,23.0,235.0,50.0,85054.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,23.0,162.0,44.0,95339.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,22.0,300.0,46.0,92287.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,23.0,184.0,47.0,91042.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
58,32.0,285.0,43.0,93869.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,36.0,177.0,36.0,94984.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,36.0,206.0,39.0,94285.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
45,34.0,155.0,35.0,96375.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
52,39.0,256.0,35.0,92347.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
46,8.0,228.0,39.0,93874.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
72,39.0,235.0,35.0,92392.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,1.0,162.0,19.0,66555.0,913.0,99.0,999.0,4997.0,500.0,49999.0,1
76,4.0,336.0,21.0,76303.0,961.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,27.0,278.0,47.0,89583.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,33.0,191.0,42.0,94477.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
15,24.0,213.0,49.0,86606.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
78,33.0,314.0,38.0,96661.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
57,33.0,307.0,39.0,96210.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,20.0,90.0,26.0,92936.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,8.0,322.0,32.0,93406.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
32,40.0,329.0,24.0,81853.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,23.0,329.0,41.0,97735.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
67,33.0,162.0,38.0,96715.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,40.0,235.0,33.0,90923.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
51,26.0,358.0,34.0,99558.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
66,31.0,293.0,43.0,94138.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
45,9.0,307.0,35.0,95370.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
43,40.0,293.0,30.0,88968.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,25.0,112.0,32.0,99034.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
6,31.0,343.0,34.0,97946.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
45,29.0,199.0,46.0,91060.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,17.0,336.0,38.0,98809.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
46,13.0,148.0,37.0,97777.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
68,31.0,264.0,45.0,91065.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,13.0,271.0,44.0,92248.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,30.0,293.0,44.0,93572.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
18,4.0,235.0,32.0,89826.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
44,40.0,271.0,32.0,90396.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
31,37.0,271.0,37.0,94011.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
53,23.0,90.0,26.0,93286.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,20.0,104.0,30.0,97840.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
58,33.0,177.0,40.0,95736.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,37.0,119.0,23.0,82145.0,978.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,6.0,343.0,24.0,82622.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,11.0,170.0,38.0,96298.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
74,24.0,365.0,33.0,99361.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,19.0,285.0,47.0,90074.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
52,17.0,322.0,41.0,97079.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
60,8.0,264.0,38.0,94097.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
61,22.0,264.0,49.0,86430.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
9,29.0,206.0,47.0,90167.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,37.0,104.0,19.0,73529.0,944.0,99.0,1000.0,4999.0,500.0,50000.0,1
24,30.0,162.0,41.0,96675.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
78,30.0,300.0,43.0,94591.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,8.0,170.0,34.0,94358.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
10,5.0,213.0,33.0,91452.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
32,36.0,133.0,28.0,90612.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
15,8.0,322.0,32.0,93406.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
31,3.0,271.0,28.0,86152.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
61,28.0,351.0,35.0,99202.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,8.0,242.0,39.0,93812.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
61,23.0,191.0,48.0,89699.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,5.0,206.0,32.0,91254.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
68,24.0,336.0,40.0,98780.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
63,24.0,141.0,39.0,98911.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,31.0,314.0,40.0,96715.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,23.0,90.0,26.0,93286.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,2.0,170.0,22.0,75493.0,960.0,100.0,1000.0,5000.0,500.0,50000.0,1
60,20.0,293.0,47.0,91055.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
7,3.0,358.0,14.0,56607.0,836.0,97.0,994.0,4986.0,500.0,49993.0,1
39,10.0,351.0,28.0,92311.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
9,39.0,112.0,17.0,68013.0,916.0,99.0,999.0,4997.0,500.0,49999.0,1
36,13.0,242.0,46.0,90757.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,5.0,133.0,22.0,77666.0,965.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,14.0,285.0,44.0,93057.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
6,38.0,213.0,36.0,93343.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
61,39.0,220.0,34.0,92340.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
43,12.0,112.0,27.0,91791.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,29.0,177.0,44.0,94274.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
49,40.0,351.0,19.0,72294.0,941.0,99.0,1000.0,4999.0,500.0,50000.0,1
43,35.0,184.0,38.0,95260.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
48,26.0,271.0,48.0,88052.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,25.0,307.0,45.0,93921.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,25.0,141.0,39.0,98917.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
51,40.0,351.0,19.0,72294.0,941.0,99.0,1000.0,4999.0,500.0,50000.0,1
70,4.0,293.0,29.0,87309.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,12.0,177.0,40.0,95747.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
52,13.0,235.0,46.0,90769.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
51,27.0,213.0,48.0,87913.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,10.0,133.0,30.0,93673.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
12,13.0,314.0,39.0,96834.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
41,16.0,242.0,48.0,87890.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
28,8.0,242.0,39.0,93812.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
50,17.0,249.0,49.0,87252.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,5.0,329.0,25.0,83592.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
18,38.0,97.0,15.0,62120.0,875.0,98.0,997.0,4992.0,500.0,49997.0,1
74,30.0,343.0,35.0,98504.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
38,1.0,358.0,10.0,38516.0,649.0,87.0,962.0,4921.0,500.0,49860.0,1
60,25.0,242.0,50.0,85464.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,15.0,148.0,38.0,98187.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,3.0,314.0,23.0,78985.0,973.0,100.0,1000.0,5000.0,500.0,50000.0,1
58,31.0,199.0,44.0,92542.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
60,11.0,256.0,43.0,92874.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,24.0,104.0,30.0,97964.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
48,1.0,133.0,13.0,50051.0,778.0,95.0,988.0,4972.0,500.0,49977.0,1
21,11.0,170.0,38.0,96298.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
47,33.0,206.0,43.0,93276.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,40.0,358.0,18.0,67791.0,916.0,99.0,999.0,4997.0,500.0,49999.0,1
25,40.0,264.0,32.0,90632.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
61,36.0,285.0,38.0,94709.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,10.0,336.0,32.0,94955.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
51,33.0,293.0,41.0,95024.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
30,4.0,126.0,18.0,68092.0,918.0,99.0,999.0,4997.0,500.0,49999.0,1
20,32.0,322.0,38.0,97257.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,32.0,271.0,44.0,92482.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
54,13.0,264.0,45.0,91666.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
10,37.0,213.0,38.0,93911.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
29,24.0,141.0,39.0,98911.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
50,26.0,148.0,40.0,98038.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
72,2.0,242.0,27.0,83759.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,15.0,307.0,42.0,95510.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
68,31.0,177.0,42.0,95173.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,23.0,278.0,48.0,88300.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
72,10.0,133.0,30.0,93673.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
19,36.0,155.0,32.0,94189.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
71,15.0,119.0,32.0,97628.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,35.0,336.0,31.0,94270.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,2.0,133.0,15.0,58594.0,854.0,97.0,996.0,4989.0,500.0,49995.0,1
56,4.0,191.0,29.0,87976.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
24,11.0,314.0,37.0,96568.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
76,23.0,271.0,49.0,87246.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
54,36.0,170.0,35.0,94925.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
45,20.0,293.0,47.0,91055.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,27.0,170.0,44.0,94673.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,38.0,242.0,37.0,93277.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
7,38.0,177.0,32.0,92617.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
57,11.0,141.0,33.0,96133.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
66,35.0,177.0,37.0,95533.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,32.0,242.0,45.0,91056.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
77,29.0,213.0,47.0,89415.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,33.0,191.0,42.0,94477.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
25,27.0,162.0,43.0,95933.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,31.0,285.0,44.0,93253.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,8.0,148.0,30.0,92303.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,23.0,133.0,38.0,99634.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
57,33.0,300.0,40.0,95648.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
38,30.0,264.0,46.0,90180.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,2.0,148.0,18.0,67037.0,915.0,99.0,999.0,4997.0,500.0,49999.0,1
73,7.0,133.0,25.0,85973.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,5.0,155.0,26.0,85305.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
57,8.0,155.0,31.0,93289.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
23,13.0,206.0,44.0,92344.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
31,6.0,300.0,32.0,91681.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
