Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
37,26.0,307.0,43.0,76999.0,679.0,78.0,758.0,4035.0,248.0,39451.0,1
32,40.0,213.0,29.0,57861.0,951.0,87.0,396.0,2067.0,375.0,33610.0,0
21,38.0,249.0,34.0,71178.0,988.0,95.0,313.0,1712.0,403.0,27076.0,0
64,14.0,155.0,38.0,89861.0,724.0,96.0,669.0,3785.0,281.0,26258.0,0
55,10.0,322.0,33.0,84849.0,842.0,96.0,527.0,2984.0,331.0,25638.0,0
28,27.0,235.0,49.0,45298.0,333.0,46.0,990.0,4998.0,161.0,49876.0,1
16,16.0,112.0,28.0,89488.0,672.0,88.0,741.0,4074.0,254.0,32680.0,0
62,34.0,264.0,41.0,73588.0,847.0,88.0,545.0,2948.0,325.0,32922.0,1
66,1.0,293.0,19.0,603.0,10.0,27.0,132.0,10.0,458.0,47942.0,1
28,3.0,329.0,18.0,100.0,10.0,10.0,10.0,10.0,500.0,41315.0,1
40,37.0,155.0,28.0,65424.0,888.0,82.0,501.0,2619.0,340.0,36587.0,0
42,27.0,329.0,39.0,92287.0,666.0,95.0,727.0,4106.0,259.0,26821.0,1
48,38.0,155.0,26.0,55052.0,805.0,75.0,629.0,3257.0,295.0,41275.0,0
51,39.0,249.0,32.0,66501.0,999.0,92.0,301.0,1606.0,407.0,28941.0,0
17,14.0,220.0,46.0,58225.0,592.0,63.0,858.0,4440.0,211.0,46321.0,0
45,31.0,329.0,35.0,90871.0,748.0,98.0,635.0,3640.0,293.0,23843.0,1
10,32.0,148.0,34.0,89080.0,781.0,98.0,599.0,3423.0,306.0,24311.0,0
9,11.0,162.0,36.0,86617.0,811.0,97.0,565.0,3216.0,318.0,24894.0,0
55,17.0,112.0,29.0,92211.0,646.0,90.0,758.0,4204.0,248.0,30789.0,0
52,34.0,249.0,41.0,71435.0,836.0,85.0,564.0,3028.0,318.0,34467.0,1
14,39.0,293.0,29.0,60373.0,930.0,85.0,433.0,2257.0,363.0,34881.0,0
65,30.0,97.0,22.0,57822.0,556.0,53.0,898.0,4576.0,196.0,49097.0,1
76,34.0,365.0,22.0,47261.0,500.0,51.0,932.0,4749.0,184.0,49332.0,1
6,6.0,112.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
16,31.0,112.0,26.0,74252.0,734.0,74.0,711.0,3727.0,266.0,41400.0,0
79,29.0,278.0,45.0,63908.0,644.0,68.0,810.0,4214.0,229.0,44518.0,1
29,2.0,228.0,26.0,38912.0,684.0,75.0,760.0,4008.0,248.0,41314.0,0
30,15.0,351.0,32.0,94398.0,670.0,97.0,718.0,4087.0,263.0,25137.0,0
35,13.0,177.0,41.0,80557.0,766.0,88.0,644.0,3521.0,289.0,32850.0,0
25,23.0,343.0,36.0,98505.0,586.0,99.0,780.0,4467.0,240.0,23073.0,1
23,29.0,177.0,43.0,76870.0,724.0,81.0,706.0,3782.0,267.0,37398.0,0
56,3.0,256.0,28.0,51129.0,880.0,82.0,512.0,2679.0,336.0,36656.0,0
47,1.0,228.0,23.0,22098.0,264.0,61.0,974.0,4982.0,167.0,46981.0,1
26,4.0,285.0,28.0,55325.0,894.0,82.0,494.0,2570.0,342.0,36784.0,0
36,18.0,119.0,32.0,97674.0,601.0,97.0,774.0,4404.0,242.0,24751.0,0
11,30.0,358.0,29.0,86686.0,727.0,88.0,685.0,3765.0,275.0,32297.0,0
50,7.0,249.0,36.0,74475.0,948.0,95.0,379.0,2095.0,381.0,27090.0,0
30,13.0,271.0,44.0,66806.0,706.0,74.0,741.0,3889.0,255.0,41810.0,0
32,35.0,228.0,40.0,73445.0,881.0,90.0,492.0,2673.0,343.0,31150.0,0
27,38.0,220.0,34.0,71184.0,988.0,95.0,314.0,1716.0,402.0,27166.0,0
76,32.0,256.0,44.0,66273.0,737.0,76.0,704.0,3703.0,268.0,40625.0,1
67,13.0,177.0,41.0,80557.0,766.0,88.0,644.0,3521.0,289.0,32850.0,0
73,7.0,228.0,36.0,74472.0,948.0,95.0,379.0,2095.0,381.0,27092.0,0
27,10.0,256.0,41.0,72313.0,829.0,85.0,574.0,3084.0,314.0,34464.0,0
18,16.0,220.0,48.0,50799.0,444.0,53.0,955.0,4878.0,174.0,49090.0,1
21,23.0,249.0,50.0,38829.0,160.0,36.0,982.0,4827.0,165.0,49682.0,1
22,5.0,177.0,28.0,60094.0,908.0,83.0,471.0,2451.0,350.0,36201.0,0
19,34.0,242.0,41.0,70979.0,833.0,85.0,569.0,3048.0,316.0,34785.0,0
72,4.0,191.0,28.0,55359.0,894.0,82.0,493.0,2565.0,343.0,36759.0,0
24,38.0,162.0,27.0,60153.0,876.0,80.0,522.0,2714.0,332.0,37944.0,0
51,17.0,162.0,42.0,83406.0,692.0,85.0,729.0,3967.0,259.0,34626.0,0
10,27.0,351.0,33.0,97391.0,622.0,99.0,752.0,4313.0,250.0,23220.0,0
56,31.0,220.0,45.0,62540.0,675.0,70.0,778.0,4057.0,241.0,43559.0,1
70,32.0,184.0,40.0,78847.0,800.0,88.0,603.0,3292.0,304.0,32252.0,1
68,2.0,119.0,8.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
57,13.0,249.0,45.0,60760.0,646.0,68.0,808.0,4201.0,230.0,44646.0,1
8,36.0,97.0,14.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
19,1.0,170.0,17.0,100.0,10.0,1.0,10.0,10.0,500.0,20943.0,1
39,29.0,213.0,46.0,57206.0,566.0,61.0,880.0,4542.0,203.0,47014.0,1
22,12.0,141.0,33.0,89438.0,767.0,97.0,618.0,3516.0,299.0,25239.0,0
61,8.0,249.0,38.0,74769.0,910.0,93.0,442.0,2429.0,360.0,28856.0,0
67,14.0,155.0,38.0,89861.0,724.0,96.0,669.0,3785.0,281.0,26258.0,0
36,16.0,162.0,41.0,84554.0,705.0,87.0,711.0,3897.0,266.0,32958.0,0
39,13.0,249.0,45.0,60760.0,646.0,68.0,808.0,4201.0,230.0,44646.0,1
61,20.0,314.0,43.0,80938.0,668.0,81.0,762.0,4094.0,247.0,37684.0,1
8,39.0,307.0,26.0,53519.0,831.0,77.0,590.0,3066.0,309.0,39812.0,0
35,8.0,141.0,27.0,66464.0,838.0,79.0,578.0,3013.0,313.0,39019.0,0
79,2.0,191.0,23.0,26820.0,353.0,61.0,969.0,4989.0,169.0,47002.0,1
76,19.0,365.0,30.0,95598.0,606.0,93.0,782.0,4384.0,239.0,28393.0,1
19,17.0,329.0,39.0,92413.0,660.0,95.0,732.0,4134.0,257.0,26992.0,0
40,9.0,155.0,32.0,80875.0,876.0,94.0,488.0,2715.0,344.0,27927.0,0
9,37.0,300.0,32.0,73396.0,950.0,93.0,380.0,2069.0,381.0,28904.0,0
42,35.0,184.0,36.0,80029.0,896.0,96.0,454.0,2550.0,356.0,26132.0,0
51,9.0,141.0,28.0,74679.0,855.0,85.0,540.0,2881.0,327.0,34613.0,0
23,37.0,170.0,30.0,71771.0,940.0,90.0,403.0,2165.0,373.0,30766.0,0
77,4.0,191.0,28.0,55359.0,894.0,82.0,493.0,2565.0,343.0,36759.0,0
18,31.0,126.0,30.0,87097.0,753.0,91.0,650.0,3609.0,287.0,29966.0,0
7,19.0,90.0,23.0,68601.0,590.0,58.0,868.0,4451.0,208.0,47920.0,0
66,26.0,322.0,41.0,87559.0,676.0,89.0,734.0,4054.0,257.0,31711.0,1
59,13.0,256.0,45.0,62161.0,662.0,69.0,792.0,4124.0,236.0,44045.0,1
7,12.0,148.0,34.0,89859.0,768.0,98.0,613.0,3509.0,301.0,24086.0,0
14,32.0,271.0,43.0,70313.0,767.0,80.0,662.0,3515.0,283.0,38254.0,0
73,16.0,351.0,33.0,96380.0,639.0,98.0,741.0,4236.0,254.0,23875.0,1
30,27.0,228.0,49.0,46202.0,350.0,47.0,986.0,4990.0,163.0,49806.0,1
37,8.0,148.0,28.0,71661.0,879.0,85.0,508.0,2694.0,337.0,34860.0,0
27,18.0,112.0,30.0,94235.0,623.0,92.0,772.0,4309.0,243.0,29346.0,0
70,38.0,177.0,30.0,66688.0,948.0,88.0,397.0,2093.0,375.0,32552.0,0
79,36.0,285.0,35.0,77628.0,930.0,96.0,404.0,2257.0,373.0,26199.0,1
74,3.0,336.0,16.0,100.0,10.0,1.0,10.0,10.0,500.0,9547.0,1
52,13.0,343.0,32.0,90965.0,733.0,96.0,657.0,3731.0,285.0,25737.0,1
52,10.0,358.0,24.0,61497.0,710.0,66.0,751.0,3868.0,251.0,45206.0,1
25,6.0,365.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
66,13.0,314.0,38.0,87262.0,757.0,94.0,636.0,3582.0,292.0,27234.0,1
24,13.0,206.0,44.0,66768.0,706.0,74.0,742.0,3890.0,254.0,41830.0,0
39,24.0,133.0,36.0,98367.0,591.0,99.0,776.0,4448.0,241.0,23003.0,0
60,12.0,184.0,41.0,78896.0,790.0,88.0,616.0,3360.0,300.0,32752.0,0
18,38.0,343.0,21.0,29016.0,223.0,45.0,989.0,4940.0,162.0,49926.0,1
6,4.0,141.0,19.0,8587.0,10.0,23.0,439.0,1227.0,361.0,46847.0,1
30,33.0,155.0,34.0,86663.0,819.0,97.0,553.0,3154.0,322.0,24696.0,0
62,16.0,170.0,42.0,79737.0,706.0,82.0,722.0,3889.0,262.0,36595.0,1
56,2.0,133.0,12.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
68,27.0,90.0,22.0,60992.0,540.0,51.0,910.0,4632.0,192.0,49321.0,1
42,37.0,148.0,26.0,60214.0,829.0,76.0,594.0,3077.0,308.0,40313.0,0
8,34.0,213.0,41.0,73568.0,847.0,87.0,545.0,2948.0,325.0,32936.0,0
19,16.0,300.0,43.0,74786.0,694.0,77.0,746.0,3957.0,253.0,39841.0,0
47,10.0,126.0,26.0,70393.0,793.0,77.0,639.0,3341.0,292.0,40103.0,0
46,19.0,307.0,44.0,75795.0,664.0,76.0,777.0,4115.0,241.0,40707.0,1
13,40.0,213.0,29.0,57861.0,951.0,87.0,396.0,2067.0,375.0,33610.0,0
38,6.0,170.0,29.0,66237.0,926.0,86.0,436.0,2291.0,362.0,34100.0,0
9,16.0,307.0,42.0,79803.0,706.0,82.0,722.0,3889.0,262.0,36548.0,0
73,29.0,322.0,39.0,89401.0,713.0,94.0,683.0,3847.0,275.0,27440.0,1
14,22.0,162.0,43.0,80548.0,665.0,80.0,766.0,4107.0,245.0,38066.0,0
31,3.0,314.0,21.0,20011.0,74.0,47.0,941.0,4583.0,180.0,49822.0,1
46,12.0,242.0,44.0,64057.0,707.0,73.0,741.0,3881.0,255.0,42196.0,1
10,1.0,206.0,22.0,15614.0,37.0,53.0,915.0,4444.0,190.0,49104.0,1
55,2.0,293.0,22.0,21757.0,191.0,55.0,974.0,4891.0,168.0,48659.0,1
29,4.0,235.0,30.0,61753.0,982.0,89.0,338.0,1774.0,394.0,31410.0,0
79,36.0,235.0,38.0,74044.0,921.0,93.0,425.0,2332.0,366.0,28671.0,1
9,1.0,271.0,22.0,15569.0,36.0,53.0,914.0,4437.0,191.0,49116.0,1
17,17.0,249.0,49.0,45813.0,338.0,46.0,989.0,4996.0,162.0,49867.0,1
79,12.0,365.0,25.0,68718.0,716.0,69.0,739.0,3829.0,255.0,43953.0,1
42,8.0,256.0,38.0,75289.0,912.0,93.0,438.0,2414.0,361.0,28460.0,0
7,26.0,199.0,47.0,55720.0,499.0,56.0,927.0,4752.0,185.0,48438.0,1
75,7.0,184.0,33.0,75751.0,947.0,95.0,380.0,2100.0,381.0,27160.0,0
58,1.0,249.0,23.0,22085.0,263.0,61.0,974.0,4982.0,167.0,46986.0,1
5,39.0,358.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
60,8.0,90.0,11.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
33,30.0,199.0,44.0,66997.0,693.0,73.0,757.0,3964.0,249.0,42305.0,1
31,24.0,213.0,49.0,44411.0,286.0,43.0,995.0,4994.0,159.0,49998.0,1
27,29.0,235.0,47.0,52422.0,495.0,56.0,928.0,4764.0,185.0,48340.0,1
15,5.0,112.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
61,25.0,307.0,44.0,75879.0,667.0,76.0,774.0,4100.0,243.0,40545.0,1
57,23.0,141.0,38.0,95471.0,613.0,96.0,768.0,4355.0,244.0,25814.0,1
69,22.0,112.0,30.0,96944.0,589.0,94.0,792.0,4456.0,236.0,27377.0,1
42,7.0,336.0,25.0,55997.0,756.0,70.0,695.0,3588.0,271.0,43466.0,0
17,16.0,191.0,45.0,64920.0,629.0,67.0,823.0,4281.0,224.0,44880.0,0
66,5.0,293.0,29.0,62785.0,940.0,86.0,414.0,2164.0,369.0,33996.0,0
32,40.0,90.0,3.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
51,31.0,213.0,44.0,64532.0,695.0,72.0,755.0,3951.0,249.0,42614.0,1
6,11.0,256.0,43.0,69422.0,780.0,80.0,646.0,3428.0,289.0,37939.0,0
64,7.0,351.0,21.0,36228.0,358.0,48.0,984.0,4986.0,163.0,49713.0,1
36,22.0,358.0,33.0,99581.0,569.0,99.0,793.0,4530.0,235.0,23524.0,1
47,23.0,336.0,38.0,95520.0,613.0,96.0,768.0,4356.0,244.0,25769.0,1
57,2.0,104.0,4.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
24,8.0,148.0,28.0,71661.0,879.0,85.0,508.0,2694.0,337.0,34860.0,0
60,22.0,206.0,49.0,47328.0,340.0,46.0,989.0,4995.0,161.0,49912.0,1
21,29.0,314.0,40.0,85665.0,726.0,90.0,681.0,3773.0,276.0,30697.0,0
20,31.0,184.0,42.0,76964.0,770.0,85.0,648.0,3499.0,288.0,35088.0,0
74,25.0,271.0,48.0,49547.0,391.0,49.0,976.0,4957.0,166.0,49647.0,1
67,16.0,112.0,28.0,89488.0,672.0,88.0,741.0,4074.0,254.0,32680.0,0
33,19.0,141.0,38.0,95602.0,619.0,97.0,762.0,4329.0,247.0,25249.0,0
53,29.0,170.0,41.0,81370.0,731.0,86.0,688.0,3744.0,274.0,34159.0,1
28,9.0,278.0,38.0,78055.0,882.0,93.0,481.0,2666.0,347.0,28274.0,0
52,9.0,112.0,20.0,37760.0,315.0,42.0,995.0,5000.0,159.0,50000.0,1
35,11.0,184.0,39.0,80370.0,820.0,91.0,570.0,3149.0,316.0,30005.0,0
74,7.0,329.0,27.0,62674.0,843.0,78.0,574.0,2979.0,315.0,39480.0,1
49,20.0,285.0,47.0,57571.0,507.0,57.0,922.0,4730.0,187.0,48330.0,1
53,26.0,249.0,49.0,43398.0,281.0,43.0,995.0,4992.0,159.0,49996.0,1
52,15.0,191.0,45.0,67655.0,670.0,71.0,781.0,4085.0,240.0,43041.0,1
32,4.0,191.0,28.0,55359.0,894.0,82.0,493.0,2565.0,343.0,36759.0,0
11,32.0,351.0,29.0,82174.0,784.0,87.0,625.0,3400.0,297.0,33259.0,0
52,11.0,242.0,43.0,67762.0,768.0,79.0,664.0,3507.0,283.0,38953.0,0
16,4.0,336.0,19.0,8417.0,10.0,23.0,428.0,1155.0,364.0,46743.0,1
6,7.0,293.0,33.0,75745.0,947.0,95.0,380.0,2100.0,381.0,27171.0,0
34,10.0,314.0,35.0,84952.0,844.0,97.0,522.0,2968.0,333.0,24963.0,0
72,35.0,271.0,38.0,76300.0,891.0,92.0,470.0,2591.0,350.0,28958.0,1
13,9.0,213.0,39.0,75381.0,876.0,91.0,497.0,2718.0,341.0,30371.0,0
34,8.0,336.0,27.0,66383.0,837.0,78.0,579.0,3019.0,313.0,39077.0,0
58,5.0,126.0,17.0,634.0,10.0,1.0,10.0,10.0,500.0,35356.0,1
31,23.0,162.0,43.0,80560.0,666.0,80.0,765.0,4105.0,246.0,38033.0,0
37,8.0,314.0,31.0,77523.0,908.0,93.0,444.0,2444.0,359.0,28790.0,0
24,10.0,104.0,20.0,35335.0,217.0,36.0,994.0,4932.0,160.0,49656.0,1
61,7.0,199.0,35.0,75860.0,950.0,95.0,373.0,2071.0,383.0,26414.0,0
66,9.0,133.0,27.0,69028.0,820.0,78.0,603.0,3150.0,305.0,39225.0,0
54,4.0,191.0,28.0,55359.0,894.0,82.0,493.0,2565.0,343.0,36759.0,0
38,18.0,199.0,47.0,55456.0,492.0,55.0,931.0,4772.0,184.0,48567.0,1
24,4.0,141.0,19.0,8587.0,10.0,23.0,439.0,1227.0,361.0,46847.0,1
40,18.0,155.0,41.0,87506.0,672.0,89.0,738.0,4072.0,255.0,31966.0,0
74,4.0,300.0,26.0,48575.0,778.0,75.0,660.0,3441.0,284.0,41164.0,1
37,35.0,242.0,40.0,73093.0,880.0,89.0,495.0,2685.0,342.0,31414.0,0
12,40.0,307.0,24.0,40183.0,620.0,68.0,830.0,4321.0,222.0,44646.0,1
5,33.0,293.0,39.0,80186.0,831.0,92.0,555.0,3070.0,321.0,29548.0,0
48,5.0,162.0,26.0,51579.0,780.0,74.0,661.0,3428.0,284.0,41835.0,0
34,13.0,170.0,40.0,84074.0,765.0,91.0,637.0,3532.0,292.0,29986.0,0
17,5.0,133.0,19.0,15388.0,10.0,29.0,730.0,3112.0,259.0,48539.0,1
78,17.0,90.0,22.0,62030.0,547.0,52.0,904.0,4608.0,194.0,49199.0,1
29,37.0,314.0,29.0,69146.0,921.0,87.0,442.0,2337.0,360.0,33387.0,0
44,40.0,329.0,20.0,15727.0,10.0,37.0,814.0,3678.0,229.0,49768.0,1
59,3.0,228.0,28.0,51902.0,894.0,83.0,491.0,2567.0,343.0,36096.0,0
71,19.0,343.0,36.0,98325.0,594.0,99.0,773.0,4433.0,243.0,22844.0,1
73,17.0,329.0,39.0,92413.0,660.0,95.0,732.0,4134.0,257.0,26992.0,1
34,8.0,213.0,38.0,75997.0,914.0,94.0,433.0,2397.0,363.0,27923.0,0
52,16.0,293.0,45.0,69782.0,668.0,72.0,781.0,4095.0,240.0,42627.0,1
75,17.0,249.0,49.0,45813.0,338.0,46.0,989.0,4996.0,162.0,49867.0,1
30,18.0,104.0,27.0,88076.0,649.0,83.0,773.0,4189.0,243.0,35851.0,0
9,18.0,170.0,43.0,76822.0,675.0,77.0,763.0,4057.0,247.0,39726.0,0
35,31.0,126.0,30.0,87097.0,753.0,91.0,650.0,3609.0,287.0,29966.0,0
12,10.0,220.0,41.0,72298.0,829.0,85.0,574.0,3084.0,314.0,34475.0,0
7,29.0,314.0,40.0,85665.0,726.0,90.0,681.0,3773.0,276.0,30697.0,0
43,7.0,177.0,32.0,75013.0,943.0,93.0,391.0,2141.0,377.0,28256.0,0
58,3.0,90.0,1.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
19,16.0,213.0,47.0,53330.0,485.0,55.0,935.0,4788.0,182.0,48581.0,1
68,14.0,206.0,45.0,63300.0,651.0,68.0,803.0,4179.0,232.0,44335.0,1
77,37.0,170.0,30.0,71771.0,940.0,90.0,403.0,2165.0,373.0,30766.0,0
47,37.0,162.0,29.0,69188.0,921.0,87.0,441.0,2334.0,360.0,33347.0,0
77,24.0,285.0,47.0,57681.0,510.0,57.0,920.0,4722.0,188.0,48272.0,1
71,14.0,343.0,33.0,93555.0,697.0,98.0,689.0,3940.0,273.0,24133.0,1
7,1.0,148.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
69,30.0,365.0,27.0,80055.0,727.0,80.0,707.0,3765.0,267.0,38437.0,1
5,11.0,242.0,43.0,67762.0,768.0,79.0,664.0,3507.0,283.0,38953.0,0
16,17.0,314.0,42.0,83473.0,692.0,85.0,729.0,3967.0,259.0,34574.0,0
37,35.0,213.0,39.0,75101.0,887.0,91.0,478.0,2621.0,348.0,29888.0,0
33,37.0,322.0,28.0,65364.0,887.0,82.0,502.0,2624.0,339.0,36634.0,0
55,11.0,293.0,39.0,80404.0,820.0,91.0,570.0,3149.0,316.0,29978.0,0
66,33.0,184.0,39.0,80154.0,831.0,92.0,555.0,3070.0,321.0,29574.0,1
28,38.0,264.0,33.0,71133.0,987.0,94.0,316.0,1725.0,402.0,27361.0,0
12,32.0,351.0,29.0,82174.0,784.0,87.0,625.0,3400.0,297.0,33259.0,0
11,3.0,285.0,25.0,42805.0,716.0,74.0,732.0,3833.0,258.0,41858.0,0
72,13.0,278.0,44.0,69882.0,729.0,77.0,712.0,3757.0,265.0,40118.0,1
46,23.0,249.0,50.0,38829.0,160.0,36.0,982.0,4827.0,165.0,49682.0,1
8,9.0,365.0,20.0,37563.0,310.0,42.0,995.0,5000.0,159.0,50000.0,1
69,20.0,249.0,50.0,39482.0,177.0,37.0,986.0,4864.0,163.0,49771.0,1
15,6.0,256.0,34.0,72470.0,979.0,95.0,328.0,1800.0,398.0,26903.0,0
56,4.0,141.0,19.0,8587.0,10.0,23.0,439.0,1227.0,361.0,46847.0,1
56,11.0,242.0,43.0,67762.0,768.0,79.0,664.0,3507.0,283.0,38953.0,0
40,4.0,351.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
63,4.0,141.0,19.0,8587.0,10.0,23.0,439.0,1227.0,361.0,46847.0,1
27,23.0,329.0,40.0,91343.0,640.0,92.0,758.0,4230.0,248.0,29574.0,1
5,3.0,220.0,28.0,51142.0,881.0,82.0,511.0,2677.0,336.0,36647.0,0
27,32.0,90.0,17.0,20118.0,10.0,9.0,605.0,2330.0,304.0,40548.0,1
28,23.0,351.0,35.0,99961.0,570.0,100.0,788.0,4530.0,237.0,22154.0,1
34,6.0,213.0,34.0,72491.0,978.0,95.0,329.0,1805.0,398.0,27028.0,0
55,25.0,351.0,34.0,99249.0,586.0,100.0,777.0,4468.0,241.0,22371.0,1
13,20.0,242.0,50.0,38488.0,154.0,36.0,980.0,4813.0,165.0,49659.0,1
62,1.0,242.0,23.0,22771.0,286.0,62.0,973.0,4995.0,167.0,46710.0,1
14,29.0,343.0,34.0,94837.0,677.0,99.0,706.0,4051.0,267.0,23367.0,0
36,27.0,155.0,40.0,88175.0,686.0,91.0,721.0,4001.0,262.0,30479.0,0
35,22.0,314.0,43.0,80626.0,666.0,80.0,766.0,4107.0,246.0,38013.0,1
73,24.0,126.0,34.0,99714.0,575.0,100.0,784.0,4508.0,238.0,22214.0,1
63,4.0,220.0,30.0,61057.0,973.0,89.0,355.0,1857.0,389.0,32074.0,0
24,7.0,213.0,36.0,75147.0,949.0,95.0,375.0,2079.0,383.0,26677.0,0
19,18.0,307.0,43.0,76897.0,675.0,77.0,763.0,4056.0,247.0,39680.0,0
9,23.0,235.0,50.0,37822.0,136.0,35.0,974.0,4769.0,168.0,49549.0,1
38,7.0,358.0,19.0,22440.0,10.0,30.0,875.0,4069.0,206.0,48768.0,1
40,9.0,242.0,40.0,73259.0,867.0,89.0,514.0,2784.0,335.0,31982.0,0
26,12.0,343.0,31.0,87437.0,771.0,93.0,623.0,3492.0,297.0,28103.0,0
33,12.0,162.0,37.0,87295.0,781.0,96.0,603.0,3420.0,304.0,25762.0,0
55,32.0,314.0,37.0,86879.0,792.0,96.0,589.0,3345.0,309.0,25583.0,1
6,28.0,256.0,48.0,51266.0,458.0,54.0,949.0,4851.0,177.0,48913.0,1
20,18.0,141.0,38.0,95631.0,627.0,97.0,754.0,4295.0,250.0,24722.0,0
74,12.0,285.0,42.0,75810.0,783.0,85.0,633.0,3409.0,294.0,35055.0,1
36,19.0,256.0,49.0,42851.0,258.0,41.0,996.0,4977.0,159.0,49993.0,1
77,4.0,307.0,25.0,43661.0,679.0,70.0,775.0,4036.0,242.0,43766.0,1
49,29.0,314.0,40.0,85665.0,726.0,90.0,681.0,3773.0,276.0,30697.0,1
53,32.0,322.0,36.0,88461.0,786.0,98.0,594.0,3392.0,307.0,24393.0,1
20,12.0,358.0,27.0,77457.0,764.0,80.0,665.0,3533.0,282.0,38150.0,0
16,11.0,126.0,28.0,77771.0,796.0,83.0,621.0,3319.0,298.0,36142.0,0
27,28.0,126.0,33.0,95846.0,649.0,98.0,733.0,4190.0,257.0,24085.0,0
65,27.0,235.0,49.0,45298.0,333.0,46.0,990.0,4998.0,161.0,49876.0,1
53,1.0,133.0,10.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
75,19.0,307.0,44.0,75795.0,664.0,76.0,777.0,4115.0,241.0,40707.0,1
37,15.0,365.0,28.0,85856.0,699.0,85.0,724.0,3931.0,261.0,35108.0,1
27,5.0,278.0,31.0,66135.0,975.0,90.0,347.0,1833.0,392.0,30835.0,0
22,39.0,133.0,19.0,11025.0,10.0,24.0,538.0,1863.0,327.0,47087.0,1
25,32.0,97.0,20.0,39518.0,268.0,36.0,999.0,4984.0,158.0,49673.0,1
79,14.0,293.0,43.0,74621.0,730.0,80.0,703.0,3747.0,268.0,38255.0,1
69,32.0,112.0,24.0,66980.0,713.0,68.0,745.0,3851.0,253.0,44462.0,1
23,38.0,206.0,33.0,70957.0,985.0,94.0,321.0,1744.0,400.0,27715.0,0
34,17.0,126.0,33.0,97815.0,614.0,99.0,758.0,4349.0,248.0,23042.0,0
54,12.0,343.0,31.0,87437.0,771.0,93.0,623.0,3492.0,297.0,28103.0,0
27,11.0,162.0,36.0,86617.0,811.0,97.0,565.0,3216.0,318.0,24894.0,0
75,2.0,307.0,20.0,7972.0,10.0,34.0,571.0,2085.0,316.0,49434.0,1
11,1.0,249.0,23.0,22085.0,263.0,61.0,974.0,4982.0,167.0,46986.0,1
62,6.0,228.0,35.0,72415.0,979.0,95.0,327.0,1799.0,398.0,26857.0,0
70,9.0,264.0,39.0,75397.0,876.0,91.0,497.0,2718.0,341.0,30359.0,0
43,5.0,119.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
51,34.0,213.0,41.0,73568.0,847.0,87.0,545.0,2948.0,325.0,32936.0,0
5,36.0,242.0,38.0,74045.0,921.0,93.0,425.0,2332.0,366.0,28670.0,0
66,4.0,300.0,26.0,48575.0,778.0,75.0,660.0,3441.0,284.0,41164.0,1
25,6.0,336.0,23.0,43120.0,566.0,60.0,881.0,4539.0,203.0,47337.0,1
15,16.0,235.0,48.0,48202.0,398.0,50.0,973.0,4949.0,168.0,49499.0,1
13,10.0,119.0,24.0,61632.0,711.0,66.0,750.0,3859.0,252.0,45144.0,0
14,9.0,220.0,40.0,74353.0,872.0,90.0,505.0,2748.0,339.0,31159.0,0
68,14.0,285.0,44.0,70544.0,710.0,76.0,733.0,3867.0,258.0,40721.0,1
74,33.0,220.0,42.0,69591.0,792.0,81.0,630.0,3345.0,295.0,37313.0,1
8,18.0,365.0,30.0,94172.0,624.0,92.0,772.0,4308.0,243.0,29422.0,0
54,31.0,119.0,28.0,81956.0,755.0,84.0,665.0,3592.0,282.0,35315.0,0
30,30.0,242.0,46.0,56423.0,576.0,62.0,872.0,4503.0,206.0,46716.0,1
40,24.0,126.0,34.0,99714.0,575.0,100.0,784.0,4508.0,238.0,22214.0,1
70,32.0,249.0,44.0,65045.0,727.0,75.0,718.0,3768.0,263.0,41288.0,1
23,38.0,351.0,19.0,15790.0,10.0,27.0,712.0,2987.0,266.0,47888.0,1
38,27.0,155.0,40.0,88175.0,686.0,91.0,721.0,4001.0,262.0,30479.0,0
6,16.0,322.0,40.0,88985.0,692.0,92.0,711.0,3968.0,265.0,29222.0,0
79,26.0,351.0,34.0,98498.0,601.0,99.0,767.0,4405.0,245.0,22675.0,1
45,40.0,220.0,30.0,58711.0,962.0,88.0,375.0,1958.0,382.0,32874.0,0
